rank,avg_score,funny,think,text,synthetic_query,openalex_id,doi,publication_year,justification
792,2.5,2,3,Crossmodal correspondences in product packaging. Assessing color–flavor correspondences for potato chips (crisps),The Influence of Breakfast Cereal Color on Perceived Crunchiness,https://openalex.org/W2131557117,https://doi.org/10.1016/j.appet.2011.07.012,2011,"The idea of color-flavor correspondences in potato chip packaging is somewhat humorous due to its absurdity, but it also raises interesting questions about consumer perception."
793,2.5,2,3,How Texture Influences Aroma and Taste Perception Over Time in Candies,The Influence of Breakfast Cereal Color on Perceived Crunchiness,https://openalex.org/W2064200515,https://doi.org/10.1007/s12078-011-9086-4,2011,"The exploration of how texture influences taste perception is mildly amusing, but it also touches on significant sensory science, making it thought-provoking."
794,2.5,1,4,Food Properties that Influence Neuromuscular Activity During Human Mastication,An Evaluation of the Resonant Frequencies Produced During Carrot Consumption,https://openalex.org/W2018778629,https://doi.org/10.1177/00220345980770111101,1998,"This paper is quite technical and lacks humor, but it offers important insights into food properties and mastication, which can provoke scientific curiosity."
795,2.5,2,3,Quantitation of Important Roast-Smelling Odorants in Popcorn by Stable Isotope Dilution Assays and Model Studies on Flavor Formation during Popping,A Comparative Analysis of Combustible Odors from Overcooked vs. Burnt Popcorn,https://openalex.org/W1976887373,https://doi.org/10.1021/jf00057a024,1995,"The quantification of popcorn odorants is somewhat amusing due to the specificity of the research, but it also raises interesting questions about flavor chemistry."
796,2.5,2,3,Popcorn flavor: identification of volatile compounds,A Comparative Analysis of Combustible Odors from Overcooked vs. Burnt Popcorn,https://openalex.org/W1969166378,https://doi.org/10.1021/jf60171a048,1970,"Identifying volatile compounds in popcorn is quirky and amusing, and it also contributes to our understanding of food science."
797,2.5,2,3,Relationships of Chewing Sounds to Judgments of Food Crispness,The Interplay of Acoustic Properties and Palatability during the Consumption of Crispy Snacks,https://openalex.org/W1967527115,https://doi.org/10.1111/j.1365-2621.1981.tb04914.x,1981,"The relationship between chewing sounds and food crispness is mildly humorous, and it raises interesting questions about sensory perception."
798,2.5,1,4,Effect of Bread Crumb and Crust Structure on the in Vivo Release of Volatiles and the Dynamics of Aroma Perception,The Chemical Kinetics of Bread Dough Rising under the Influence of Different Musical Genres,https://openalex.org/W2606758516,https://doi.org/10.1021/acs.jafc.7b00287,2017,"The study on aroma perception in bread is not funny, but it offers significant insights into sensory science and food enjoyment."
799,2.5,2,3,The time of day and the proportions of macronutrients eaten are related to total daily food intake,Nutritional Efficiency of Breakfast in Synchrony with Morning Birdsong,https://openalex.org/W2047804555,https://doi.org/10.1017/s0007114507754296,2007,"The relationship between meal timing and total food intake is somewhat amusing, especially considering how people often joke about late-night snacking. It also provides insights into dietary habits."
800,2.5,2,3,Infrequent Breakfast Consumption Is Associated with Higher Body Adiposity and Abdominal Obesity in Malaysian School-Aged Adolescents,Nutritional Efficiency of Breakfast in Synchrony with Morning Birdsong,https://openalex.org/W1990676291,https://doi.org/10.1371/journal.pone.0059297,2013,The association between breakfast habits and obesity in adolescents is a serious topic but has a humorous angle when considering the typical teenage diet. It raises important questions about nutrition.
801,2.5,2,3,Altering Arousal in Humans by Varying Ambient Sensory Conditions,The Psychosomatic Effects of Microwave Popcorn Bag Sound on Anticipation Levels,https://openalex.org/W2020786188,https://doi.org/10.2466/pms.1977.44.1.19,1977,"The exploration of sensory conditions and their effects on arousal can be amusing, especially in a college context, while also providing valuable insights into human behavior."
802,2.5,2,3,"Drinking behavior : oral stimulation, reinforcement, and preference",An Analytical Study of Finger Licking: The Role of Saliva Viscosity and Salt Content,https://openalex.org/W568348723,,1977,"The detailed examination of drinking behavior can be amusing in its complexity, while also providing insights into animal behavior."
803,2.5,2,3,Quantitative corpus data on blend formation: Psycho- and cognitive-linguistic perspectives,The Interaction between Scream Frequency and Milkshake Blend Homogeneity,https://openalex.org/W2498496486,https://doi.org/10.1515/9783110289572.145,2012,"The title suggests a complex analysis of language that could be seen as absurdly academic, but lacks inherent humor. It does provoke curiosity about language formation."
804,2.5,2,3,Characterisation of fresh bread flavour: Relationships between sensory characteristics and volatile composition,The Influence of Time Zones on the Subjective Freshness of Global Sourdough Cultures,https://openalex.org/W2010760781,https://doi.org/10.1016/j.foodchem.2009.02.042,2009,"The study of bread flavor has a light-hearted aspect, but the scientific rigor makes it more serious. It does raise interesting questions about sensory experiences."
805,2.5,2,3,SENSORY PROFILING OF CHANGES IN WHEAT AND WHOLE WHEAT BREAD DURING A PROLONGED PERIOD OF STORAGE,The Influence of Time Zones on the Subjective Freshness of Global Sourdough Cultures,https://openalex.org/W2016539721,https://doi.org/10.1111/j.1745-459x.2009.00254.x,2010,"The sensory profiling of bread over time is somewhat amusing in its detail, but it also raises important questions about food preservation."
806,2.5,2,3,Development of a chewing simulator for food breakdown and the analysis of in vitro flavor compound release in a mouth environment,Bimodal Analysis of Flavor Bursts and Jaw Fatigue in Bubblegum Chewing,https://openalex.org/W2110377769,https://doi.org/10.1016/j.jfoodeng.2007.02.008,2007,"The idea of a chewing simulator is somewhat humorous in its absurdity, as it suggests a level of scientific inquiry into a mundane activity. However, it does provoke thought about food breakdown and flavor release."
807,2.5,2,3,"Eggshell quality: a comparison between Fayoumi, Gimieizah and Brown Hy-Line strains for mechanical properties and ultrastructure of their eggshells",A Study of the Mechanical Properties of Hard-Boiled Eggshells and Their Peelability,https://openalex.org/W2110404785,https://doi.org/10.1071/an14755,2015,"The comparison of eggshell quality across strains is somewhat humorous in its specificity, but it mainly raises questions about poultry science."
808,2.5,2,3,Laboratory Measurements of Eggshell Strength,A Study of the Mechanical Properties of Hard-Boiled Eggshells and Their Peelability,https://openalex.org/W1966510810,https://doi.org/10.3382/ps.0580288,1979,"The focus on eggshell strength is not inherently funny, but it does provoke curiosity about agricultural science."
809,2.5,2,3,The Effect of Glass Colour on the Evaluation of a Beverage’s Thirst-Quenching Quality,The Influence of Ice Cube Transparency on Beverage Appeal under Variable Lighting Conditions,https://openalex.org/W1530472875,https://doi.org/10.4000/cpl.398,2003,"The study on glass color and thirst-quenching perception is somewhat humorous in its specificity, but it raises interesting questions about sensory perception."
810,2.5,2,3,Listening to music can influence hedonic and sensory perceptions of gelati,Impact of Doughnut Glaze Patterns on Human Mood Variability,https://openalex.org/W2282171724,https://doi.org/10.1016/j.appet.2016.02.143,2016,"The idea of music influencing gelato perception is amusing, but lacks depth without an abstract."
811,2.5,2,3,Food perception and emotion measured over time in-lab and in-home,Impact of Doughnut Glaze Patterns on Human Mood Variability,https://openalex.org/W2919553842,https://doi.org/10.1016/j.foodqual.2019.02.019,2019,"The topic of food perception is inherently relatable, and the idea that context affects our eating experience is amusing in its simplicity. However, it doesn't provoke deep scientific curiosity."
812,2.5,1,4,Time Course of Salivary Protein Responses to Cranberry-Derived Polyphenol Exposure as a Function of PROP Taster Status,Molecular Composition Analysis of Delight and Distress during Caramel Sticking to Teeth,https://openalex.org/W3087375030,https://doi.org/10.3390/nu12092878,2020,"While the study of salivary proteins and astringency is quite serious, the complexity of the interactions can be surprising and thought-provoking."
813,2.5,2,3,"Salivary endocannabinoids and<i>N</i>-acylethanolamines upon mastication of a semisolid food: implications in fat taste, appetite and food liking",Molecular Composition Analysis of Delight and Distress during Caramel Sticking to Teeth,https://openalex.org/W2769482931,https://doi.org/10.1039/c7fo01772c,2017,"The idea of salivary endocannabinoids and their relation to food perception is quirky and could elicit a chuckle, but it also raises interesting questions about appetite and taste."
814,2.5,2,3,Paroxysmal Lacrimation During Eating Following Recovery from Facial Paralysis,The Involuntary Facial Muscle Contractions from Lime Juice Exposure,https://openalex.org/W2320033926,https://doi.org/10.1016/s0002-9394(40)90148-9,1940,Paroxysmal lacrimation during eating is an odd phenomenon that can provoke laughter while also sparking curiosity about its causes.
815,2.5,1,4,Information processing in the taste system of primates,Neural Response Patterns to Simultaneous Consumption of Sweet and Sour Flavors,https://openalex.org/W2141241989,https://doi.org/10.1242/jeb.146.1.141,1989,"The detailed analysis of primate taste responses is serious but can be surprising in its complexity, leading to genuine scientific interest."
